;label;text
284;1;We’ve been given the opportunity to apply for internships until early February. Please wish me and my friends—who haven’t secured placements yet—the best of luck.
285;0;What kind of activities are typically conducted during the Binus FYP outbound program?
286;2;It’s difficult having a family that evaluates everything based on physical appearance. Everything is tied to perceived attractiveness. It becomes especially challenging when your partner isn’t conventionally attractive, as they're often unfairly judged. It’s frustrating.
287;2;If we join Community Development, do we still need to find a placement ourselves or not? I’ve chosen Bandung, but I don’t know the exact place yet.
288;1;Everything begins and ends “in bed.” The starting point of it all is “in bed.”
289;2;So… I’ve been getting close to this one guy. It started as FWB, but the way he treated me when we first met was really gentle—and I loved it. But lately, he’s been showing signs that he wants something serious. He’s a playboy, and I’m a player too 💀💀. But with others, we’d usually stop at FWB. He said he wants to change, even if slowly—as long as there’s progress instead of faking 100% and ending up going back. He’s the first guy who really listens and adores me. Should I take him seriously now? What should I do?
290;0;While everyone else is taking finals, I’m rewatching Naruto from the beginning.
291;0;Just finished Itaewon Class, and the ending was so disappointing.
292;1;For those going onsite, stay safe guys—Jakarta’s Omicron cases jumped by 2,000 yesterday.
293;2;So someone said to me that my parent are mean, to me...
294;1;When my Layla lands a free hit, that’s when your hero starts screaming in pain.
295;0;Guys, quick question—when we retake a course (SP), does it affect the GPA of the original semester or the semester when we retake it?
296;2;Hello, with all due respect, I sincerely apologize because this is related to religion... I’m extremely disappointed today—my little sibling was beaten up by kids their age, had their phone smashed, and was screamed at: “YOUR RELIGION ***** YOU’RE BORN IN HELL!!!!” They’re just in 2nd grade and now getting stitches. FYI, I’m from a minority religion, but please… please respect our presence even just a little. I’m seriously emotional—I can’t hold it in anymore. To be honest, I can’t take this treatment anymore. Just yesterday our house was almost burned down by a group of kids, but thankfully some neighbors saw it. The day before, a rock was thrown at our car and shattered the window, and they kept shouting “pork is haram.” FYI, I RARELY EVEN EAT PORK. Okay, let me just say—I’m fed up. I apologize for being a minority. I’m planning to go abroad and take my family with me… happy now?
297;0;What do you think—if your ex wants to stay friends but you’re still hoping for more, is it better to stay friends or go no contact?
298;0;By the way, is it still possible to fill out the health declaration so I can attend online later? I heard from A that it’s possible, but B said you need permission from SSC.
299;2;I just wanna scream “DCK”*
300;2;I wish I were as popular as eheh, I’ve commented so many times and still no one notices me
301;0;Why is Suncur so quiet lately?
302;2;WHERE CAN I FIND A GUY LIKE HAYASE?! I love the way he thinks and expresses his thoughts—like bro you’re seriously so cool! I wish guys like Hayase existed in real life—the type of guy who’s perfect for a deep talk :
303;1;Agns Grcia’s identity is being exposed by netizens—even her past and childhood videos got dug up. I’m imagining if one day I got into trouble and netizens found my past—it’d probably be my Wattpad stories and fandom Twitter accounts getting exposed… and they had tons of followers too
304;1;I’m so bored during this break, let’s chat!
305;2;Is this forum even read one by one? 😭 I’m doing this so halfheartedly, I swear
306;0;Guys, can you tell me your favorite flavors of Indomie or Mie Sedap? I’m restocking and want to try some new ones. Mine: Indomie Rendang, Mie Sedap Ayam Limau.
307;0;HAPPY BIRTHDAY TO THE SUNCUR USER WHO’S CELEBRATING TODAY!!
308;2;SHIT—if the new semester starts earlier, that means internship starts earlier too—and so will the application deadline?!?!
309;2;Big body (eating up the people’s money), small conscience (no morals), wakes up and (passes nonsensical policies), and the people immediately suffer. DPR, DPR, DPR, that’s what they call it...
310;1;Why did Binusmaya turn into NewsBinusmaya? I was trying to download something from the support menu and now I can’t.
311;2;So tired weee
312;2;Damn Indihome is acting up again—keeps going on and off even though there’s no rain or anything. Ughhh.
313;1;Please, if you want to ask something, at least Google it first
314;1;The older I get, the more alone I feel.
315;1;I really hate it when large classes are mixed with B24—they’re wild, noisy, obnoxious, and worst of all, lack basic manners during chats. (not generalizing, but if you’re offended, maybe you’re part of the group I’m talking about)
316;0;How was your first day of internship?
317;0;
318;1;What kind of horse stance hurts the most?
320;1;That shit hurt i'm so mad right now i don't feel like i'm being appreciated enough
321;0;Introverted guys are actually kinda adorable..
322;1;If my parents don’t approve of my relationship for reasons that aren’t my partner’s fault (like things beyond our control/fate), should I follow what they say or just keep going and try to prove them wrong?
323;0;If my parents don’t approve of my relationship for reasons that aren’t my partner’s fault (like things beyond our control/fate), should I follow what they say or just keep going and try to prove them wrong?
324;2;People who just stand still on the right side of the escalator—can’t read or just don’t care? It’s not hard to follow the rules. Feel bad for those who need to pass but get stuck. If you're not in a rush, it’s not that hard to wait a few more seconds and move to the left. Show that you're an educated person.
